filename,prompt
macro_countries_triple_charts5.json,display country statistics with different chart formats
macro_elements_basic.json,"give data on periodic table, several elements"
macro_elements_details.json,"give data on periodic table, well there number in table and atomic weight"
macro_elements_few.json,"give data on chemical elements, not all needed, just a little"
macro_elements_short.json,"give data on periodic table, not all needed, just a little"
macro_elements_three_cols.json,"give data on periodic table, decide yourself which ones, but should be three columns"
macro_layout_arrange1.json,make widgets three per row
macro_layout_arrange2.json,three per row
macro_layout_arrange3.json,windows three per row
macro_layout_arrange4.json,organize windows
macro_layout_two_columns1.json,arrange windows two per row neatly
macro_layout_two_columns2.json,"widgets two per line, align"
macro_layout_two_columns3.json,"windows in two columns, nicely"
macro_layout_two_columns4.json,"two windows per row, last one by width"
macro_layout_two_columns5.json,arrange in pairs in rows
macro_mountains_basic.json,highest mountains in the world
macro_mountains_height.json,data on the highest mountains - height first of all
macro_mountains_minimal.json,high mountains
macro_mountains_short.json,give the highest mountains
macro_mountains_simple.json,high mountains - height
macro_planets_all1.json,"show all planet data - mass, diameter and distance from sun"
macro_planets_all2.json,"make three charts for planets - mass, size and distance"
macro_planets_all3.json,draw charts for all planet characteristics
macro_planets_all4.json,visualize all planet parameters
macro_planets_bar1.json,bar chart with planet masses
macro_planets_bar2.json,bar chart with planet masses
macro_planets_bar4.json,"give planet mass chart, with bars"
macro_planets_bars1.json,two charts for planets - with mass and diameter. bar charts. no table needed
macro_planets_bars2.json,"charts for planets - mass, diameter"
macro_planets_bars3.json,"draw bars for planets - mass, diameter"
macro_planets_bars4.json,"need images for planets, mass, size"
macro_planets_basic.json,show planet data of the solar system
macro_planets_data1.json,planet data
macro_planets_data2.json,"give for planets mass, size, distance"
macro_planets_data3.json,three numerical indicators for planets
macro_planets_data4.json,table for planets
macro_planets_dual_bars1.json,two bar charts for planets - mass and diameter side by side
macro_planets_dual_bars2.json,planets: two bar charts with mass and size
macro_planets_dual_bars3.json,"planet bars by mass and diameter, remove table"
macro_planets_dual_bars4.json,two bar charts - planet masses and diameters
macro_planets_dual_bars5.json,planet bar charts side by side - mass and size
macro_planets_line1.json,need table and line chart with masses and distance for planets
macro_planets_line2.json,data and chart with masses and distance for planets
macro_planets_line3.json,give chart of planet distances and masses
macro_planets_line4.json,line chart of planet data
macro_planets_line_dual1.json,line chart of planets with mass and distance from sun
macro_planets_line_dual2.json,planet data and line chart with two series - mass and distance
macro_planets_line_dual3.json,planet table and line chart of mass and distance
macro_planets_line_dual4.json,planets: two data series on line chart
macro_planets_line_dual5.json,planet masses and their distance from sun with lines
macro_planets_mass_bars1.json,bars for planet masses
macro_planets_mass_bars2.json,planet data and bar chart with their masses
macro_planets_mass_bars3.json,planet table and bar chart by mass
macro_planets_mass_bars4.json,planet masses in bar chart
macro_planets_mass_bars5.json,planets and their masses with bars
macro_planets_pie_multi1.json,pie chart of planets with three indicators at once
macro_planets_pie_multi2.json,"planet data and pie chart with mass, diameter and distance"
macro_planets_pie_multi3.json,planet table and pie chart with three data series
macro_planets_pie_multi4.json,"planets: mass, size and distance on pie chart"
macro_planets_pie_multi5.json,all planet parameters in one pie chart
macro_planets_pie_size1.json,pie chart by planet sizes
macro_planets_pie_size2.json,table with planet sizes and chart
macro_planets_pie_size3.json,table with planet sizes and chart pie
macro_planets_pie_size4.json,planet sizes and pie chart for them
macro_planets_pie_size5.json,planets and their sizes in pie chart
macro_planets_size1.json,pie chart for solar system planet sizes
macro_planets_size2.json,chart for planet sizes
macro_planets_size3.json,chart for sizes of solar system planets
macro_planets_size4.json,pie for our planet sizes
